Epochs,Train 1Perceptual_Loss,Val 1Perceptual_Loss,Train SI_SDR,Val SI_SDR
1,0.0786552299171278,0.07532967072304177,-28.172804192320942,-14.365244735842166
2,0.0736654958496355,0.07111472160676899,-9.789177511816156,-6.43558910748233
3,0.0695598096165755,0.066858003138686,-4.180385986746174,-0.527138888835907
4,0.06536128814395976,0.060481499111198864,0.8796420724016346,2.600850842083278
5,0.06202226623076282,0.05697057701890235,3.3812257442572347,5.517937188563139
6,0.05867644015648594,0.055182693323687367,5.240426219326176,6.2084220414576325
7,0.05574839290180435,0.049691395287442465,6.590518288416405,7.379416553870492
8,0.0533737925736055,0.047383313006518976,7.460793544821543,8.801958846009295
9,0.050952149999060045,0.0462969536083224,8.354456620673611,9.28264526180599
10,0.0486729982015613,0.04569021729833406,8.996658804645277,10.004267588905666
11,0.04689225146215256,0.03929784275469896,9.218767243215483,11.084825925205065
12,0.044711216901467274,0.03975204501867942,10.036609164982625,11.121698835621709
13,0.04301123333303896,0.0391939676306008,10.305637678381515,10.705350367919259
14,0.04139215137350233,0.03679328484703665,10.647939941981067,11.473725811294887
15,0.040028929337859155,0.036702076874106475,10.8915797011493,11.611277362574702
16,0.03827964205498973,0.03592502833445273,11.301070704525465,12.234782934188843
17,0.036684528202430844,0.03241768083535135,11.613241151261002,11.855683269708052
18,0.03531483534264238,0.031571959540166936,11.79883241914723,12.99712994824285
19,0.033928568719899,0.027641492986889636,12.099477602031133,13.104513603708018
20,0.032981585389743114,0.030888111219215003,12.268467563472383,12.63095244117405
21,0.031415891080890615,0.026737571385203173,12.577396622749225,13.015850989714913
22,0.030370150731034475,0.026856738269207595,12.734246819639859,13.128787838894388
23,0.02905105564947406,0.026788668175551877,12.99987424954976,12.793221701746402
24,0.028452888695038345,0.024781248729635517,12.792499915867635,13.874734266944554
25,0.027481889418543202,0.02759826291129803,13.364707484310621,14.45673798478168
26,0.026423808942510656,0.023470707404751167,13.614543946148599,14.478507881579192
27,0.025440124986208464,0.02425628084608394,13.78886976111425,14.614247612331225
28,0.024287628476852424,0.022313702618703246,14.084857791743866,15.556724164796913
29,0.02381643926699276,0.01890373757392492,14.065095015747906,14.74693749261939
30,0.02326518964685806,0.023191487998701632,14.1882742920967,14.897054661875186
31,0.0224261559775635,0.022117574446146256,14.23747689495348,16.220212428466134
32,0.021447559430787008,0.015753408696542938,14.57802215994221,16.191700002421502
33,0.020924576440800542,0.019603650283027928,14.660511549858198,16.170517403146494
34,0.020670273694630762,0.017658531093848465,14.742092464394766,15.34713225779326
35,0.02009940651079563,0.016562109590386568,14.795647464386404,16.54824651842532
36,0.01985122765580269,0.022736283910015354,14.852994801246957,15.808861328207929
37,0.01916664119248521,0.015561571926809847,14.935921854515598,16.631189304849375
38,0.018558550525252543,0.016866896711492343,15.229664536045021,16.502715245537136
39,0.018707922112502873,0.014754988460639573,15.05591861515829,16.743758346723475
40,0.01809002652713289,0.015217327598846801,15.20704786222275,17.0466846694117
41,0.01740384212860914,0.015496860420250374,15.513133827627522,16.513746987218443
42,0.017502533833253873,0.01515262263685303,15.367665053067142,15.99864531599957
43,0.017464889690586148,0.014545990513516184,15.408165646905768,15.456900534422502
44,0.017012138108480467,0.014400558849877638,15.489513052326359,16.208915067755658
45,0.016552773896247555,0.01273733356198215,15.672623451441934,15.8670145428699
46,0.016196399899072025,0.013126056074448254,15.875552459612285,17.461737228476483
47,0.016473161492956013,0.012604856175249037,15.635334052778271,16.69201688144518
48,0.016259488994128084,0.014368703163674345,15.852075190086888,17.066546253536057
49,0.01577861726615731,0.016366499749457707,15.887762265662625,16.918810398682304
50,0.01525271762009353,0.012466146114646741,15.889134268564721,17.093700087588765
51,0.014925465930559455,0.014660379636789794,16.184122195309154,16.689340591430664
52,0.015217621282559551,0.010438700712731352,16.104263219441453,17.327750755392987
53,0.015296521716534275,0.01247323828789851,16.18852056999729,17.676118985466335
54,0.014884804726310381,0.011015823181799573,16.10286596376602,17.19000470119974
55,0.015169670499146802,0.01570094878906789,16.237370869884753,15.850214719772339
56,0.014416492902609991,0.015402988626864617,16.350517798123295,15.116298229798026
57,0.014851112654815389,0.013258317181759554,16.163234433735887,16.73208006568577
58,0.014448366472370003,0.013001975451555589,16.38016228087961,17.359697507775348
59,0.014342324017253641,0.01199478928870319,16.33748754997776,17.255439333293747
60,0.014341039037051266,0.013065994838657587,16.452050360588178,17.31966873873835
61,0.014261372878586184,0.011999058734585085,16.513120601601795,17.124551855999492
62,0.014208722507504568,0.012383160166158948,16.436721365419153,17.352902153263923
63,0.013858212868695798,0.014087924673019545,16.58293527838302,17.312131270118382
64,0.01389299124632388,0.013318122977026454,16.64643143431781,17.488846851431806
65,0.014213933585186118,0.013819171794001823,16.400384469228246,15.94384623610455
66,0.01387254905899706,0.01221054925016411,16.475193663819194,17.95889685464942
67,0.013901233650131585,0.015061353960924822,16.75899701836991,17.29642817248469
68,0.013733849030192176,0.013282743039662424,16.799787808771004,17.83579461470894
69,0.013438093664813532,0.012821032478393096,16.775705750347818,17.94454896968344
70,0.013993282101997366,0.013249705444373514,16.560955768741973,17.936230960099593
71,0.013108165230448932,0.010654670206586952,16.875880181299497,16.755836766699087
72,0.013299395638990076,0.014325623041140321,16.86360525627659,15.448131208834441
73,0.013580427857192412,0.013174791521716701,16.73136735158424,17.486889134282652
74,0.013182901170053711,0.010247358050116378,16.914674293831602,17.864139681277067
75,0.01336354706819131,0.01156343840589018,16.762931755797503,17.705560031144515
